score,label,label_snapshot_date
0.16686524696436764,1,2024-03-01
0.22225428736038197,0,2023-07-01
0.2900212764297758,0,2024-04-01
0.17628925920218258,0,2023-11-01
0.17258744490855535,0,2024-02-01
0.2535248052780384,0,2024-01-01
0.10007625189764799,0,2024-02-01
0.16106252067012386,0,2024-05-01
0.17981207942099398,1,2024-01-01
0.2171387764089342,0,2024-01-01
0.09333881380871045,0,2024-08-01
0.12888876759186274,0,2024-12-01
0.43650722586192525,0,2023-08-01
0.28221612460479567,0,2023-12-01
0.5477709357850977,0,2024-08-01
0.29809672005743115,1,2024-04-01
0.3056941681083512,1,2024-06-01
0.17778854421033674,0,2024-08-01
0.7404132390288728,1,2023-11-01
0.16201133618946412,0,2024-10-01
0.4196544064640953,0,2024-12-01
0.2804105182661282,0,2024-12-01
0.3472015776307193,1,2023-10-01
0.2705447986707896,0,2023-09-01
0.2895340709567736,0,2023-12-01
0.16402183362638068,1,2023-11-01
0.263828323976175,0,2024-06-01
0.1235065900677986,0,2023-08-01
0.3646273664720764,1,2024-02-01
0.3170798564582359,0,2024-10-01
0.24912357672624,0,2024-09-01
0.305656571742502,0,2024-11-01
0.21857548143023411,0,2024-12-01
0.16639508963115113,1,2024-07-01
0.24369550355519884,0,2023-07-01
0.23174383001093435,1,2023-07-01
0.10582330067147916,0,2024-05-01
0.14848698046867184,0,2024-08-01
0.11334519177982823,0,2023-07-01
0.17790166334152252,0,2023-12-01
0.2184635771244658,1,2024-05-01
0.18913868853262628,0,2023-07-01
0.11487693728576419,0,2023-07-01
0.1126626684135986,1,2024-08-01
0.6419950976250325,0,2024-01-01
0.10747172872330614,0,2024-05-01
0.13757342411774343,0,2024-09-01
0.1361683819269651,1,2024-10-01
0.1710710472046634,0,2024-11-01
0.15083414359500943,0,2023-09-01
0.12485208807620633,1,2024-04-01
0.17468012191052945,0,2024-11-01
0.46412332290588787,1,2024-07-01
0.42624807288662436,0,2023-08-01
0.09688991211662802,0,2024-05-01
0.35987378804911957,1,2024-10-01
0.20324743756836125,1,2023-09-01
0.19057992547707409,0,2023-08-01
0.49396989025860044,1,2024-03-01
0.20906334618479097,0,2023-11-01
0.382116205373826,1,2024-01-01
0.22842546433676833,0,2023-12-01
0.5680035656799617,1,2024-07-01
0.13405235424721684,0,2024-02-01
0.5471849648669582,0,2023-10-01
0.15348019024872803,0,2024-02-01
0.1280771165120389,0,2024-07-01
0.20159332118328965,0,2024-04-01
0.12603261568969878,0,2023-08-01
0.46918516440758984,0,2023-07-01
0.44266124878377733,1,2023-09-01
0.257256226510136,0,2023-12-01
0.3531164140675886,0,2023-11-01
0.2829060704928807,0,2023-09-01
0.12960495499697172,0,2024-11-01
0.2926671936971173,0,2023-10-01
0.2782344666092901,0,2024-12-01
0.19263382169942656,0,2023-12-01
0.27540717986818153,1,2024-12-01
0.186513801779757,1,2024-02-01
0.17597849948794858,0,2024-02-01
0.5778079618913481,1,2024-06-01
0.434646765438806,0,2024-11-01
0.13321399910472345,0,2024-04-01
0.10280529688183293,0,2023-08-01
0.3454958950438253,1,2024-07-01
0.3282337418534701,1,2024-03-01
0.5477469679756853,0,2024-08-01
0.48247909552030105,1,2023-09-01
0.28216584303413345,0,2023-07-01
0.19937153867921728,0,2024-04-01
0.5671786327835878,1,2023-08-01
0.1640421105657239,0,2024-02-01
0.12467000440262027,0,2024-03-01
0.09660549738986014,0,2024-04-01
0.1399309615532345,0,2024-06-01
0.19768800853878243,0,2024-01-01
0.1823357348191264,0,2024-09-01
0.16119735355034703,0,2024-09-01
0.34786042937159883,1,2023-12-01
0.6565976610256603,1,2023-10-01
0.3954489052125217,0,2024-01-01
0.49151300750829713,0,2024-09-01
0.40342508962098145,0,2023-11-01
0.22005963329054518,0,2024-03-01
0.5729157258590049,1,2023-07-01
0.12248072002859758,0,2024-07-01
0.5658636694524988,0,2024-06-01
0.31872521738014353,0,2023-08-01
0.2542889170709288,0,2023-08-01
0.3604020413156045,0,2024-09-01
0.5755923224268206,1,2023-12-01
0.22163977676230964,0,2024-07-01
0.24571570232036086,0,2024-10-01
0.08885364155161282,0,2023-10-01
0.41222794182419076,1,2023-08-01
0.12173921510803382,0,2023-09-01
0.07734951769634185,0,2023-09-01
0.13178210333636703,1,2024-05-01
0.14809420900195402,0,2024-03-01
0.11348905129072238,0,2024-11-01
0.14889249924529552,0,2023-08-01
0.17261554831400014,0,2023-10-01
0.112220787363114,0,2024-11-01
0.4328405624245409,1,2023-09-01
0.19305543767853633,0,2024-10-01
0.20960784664034116,0,2024-12-01
0.16788920398952886,0,2023-07-01
0.551002173385736,0,2023-08-01
0.11999458399272594,0,2023-09-01
0.14695686776519254,0,2023-07-01
0.38528786807078297,1,2024-11-01
0.6433755591330336,1,2023-08-01
0.3942264532714062,1,2024-07-01
0.23796499085884446,0,2024-12-01
0.230988280426781,0,2024-06-01
0.2700549640118048,0,2023-09-01
0.15847290038814207,0,2024-07-01
0.185112990144776,1,2023-11-01
0.23779833320140975,0,2024-04-01
0.19399811420673035,0,2023-08-01
0.16668702988687537,0,2023-11-01
0.4359999303459767,1,2024-11-01
0.3443643929680705,1,2024-12-01
0.402939558683011,0,2024-05-01
0.0555262190036079,0,2024-12-01
0.34736785192798464,1,2023-12-01
0.5000032733744834,1,2024-09-01
0.5101825907122192,0,2024-07-01
0.36445878017726985,0,2023-12-01
0.21658333789365944,0,2023-09-01
0.26770746927698275,1,2023-08-01
0.2739140074793114,0,2024-07-01
0.39048247311118756,0,2024-10-01
0.39768005864667605,0,2024-05-01
0.33852301213053293,1,2024-05-01
0.2783222313591233,0,2024-03-01
0.35695235257854974,0,2024-12-01
0.08463653116060411,0,2023-08-01
0.2145631943792888,1,2023-10-01
0.2412424752971165,0,2023-10-01
0.49848776851668,1,2024-11-01
0.3217656733237385,0,2023-11-01
0.4413972097348487,0,2024-07-01
0.20555374378345193,0,2024-07-01
0.24699736513053155,0,2023-07-01
0.46576676382060883,0,2023-10-01
0.15216358188559972,0,2023-09-01
0.5879373028694308,1,2024-05-01
0.2774709600964881,1,2024-03-01
0.6065302270684657,1,2024-11-01
0.14844302953967634,1,2024-09-01
0.23379776635211405,0,2024-09-01
0.18308315925946353,0,2024-05-01
0.6076113630115276,1,2024-05-01
0.4410666182485043,0,2024-08-01
0.16669497374157824,0,2024-03-01
0.5002735382087268,1,2024-10-01
0.19404624137816934,1,2024-09-01
0.14981679036053974,1,2024-05-01
0.11926570817887078,0,2024-07-01
0.17749761891050325,0,2024-03-01
0.0915536076282626,0,2024-10-01
0.6233936976818789,1,2024-12-01
0.17476484410597667,0,2024-03-01
0.23189861670106388,1,2024-09-01
0.5612403096771206,1,2024-03-01
0.6569767676240547,1,2024-02-01
0.18783978607792012,0,2023-08-01
0.24159079325507352,0,2023-11-01
0.17842182667826662,0,2024-10-01
0.17829868346999675,0,2023-10-01
0.24101189099485834,0,2024-10-01
0.1253168723967484,0,2024-08-01
0.19950477916553574,0,2024-09-01
0.30074279446687824,0,2023-07-01
0.2248829872576166,1,2023-07-01
0.10509293598204297,0,2024-09-01
0.6491550411943573,0,2024-08-01
0.38672954740488585,0,2024-06-01
0.4249860606917533,0,2024-09-01
0.20639058093020599,1,2024-06-01
0.4632555073213387,1,2023-11-01
0.22326704790062132,0,2024-12-01
0.17397156468848712,0,2024-03-01
0.09815763767398791,1,2024-05-01
0.4181959637135648,1,2024-10-01
0.10939658648812346,0,2024-11-01
0.6010955818355038,1,2024-04-01
0.6386318460950753,0,2024-04-01
0.35274442983638,0,2024-02-01
0.2450368172665191,0,2023-09-01
0.28922825001324787,1,2024-07-01
0.34731689337262256,1,2024-12-01
0.19254715233673939,0,2023-08-01
0.09788953629033853,0,2024-12-01
0.2006312056713887,0,2023-08-01
0.1405003588150277,0,2024-10-01
0.18504148760368982,0,2024-05-01
0.1521204711764326,0,2024-04-01
0.21104626384776826,0,2023-12-01
0.1113550768507872,0,2024-10-01
0.0800675558060419,0,2024-06-01
0.5412104054100573,1,2023-08-01
0.490511568203956,0,2023-10-01
0.3452385078327051,1,2024-12-01
0.12832987333705337,1,2024-03-01
0.19217836317606443,0,2024-03-01
0.27736571208505023,0,2024-04-01
0.22209199429477064,0,2023-07-01
0.22519244681821962,1,2024-08-01
0.36140423176403885,0,2023-07-01
0.13159522533933635,1,2024-01-01
0.14571392848640705,0,2024-04-01
0.18544566969962475,1,2024-05-01
0.15120249587324397,0,2024-07-01
0.2141993555630239,1,2024-02-01
0.1537162578347311,0,2024-06-01
0.5224825369931079,1,2024-12-01
0.39392791997168136,0,2024-04-01
0.36064139645565246,0,2024-10-01
0.26927753310813274,0,2024-01-01
0.2294555989443392,0,2023-12-01
0.4317514633399036,0,2024-02-01
0.13369460023679663,0,2024-07-01
0.22135111926057796,0,2023-11-01
0.22703041954854616,0,2023-12-01
0.153443546863279,0,2024-08-01
0.19406700071887595,0,2024-04-01
0.15405995349470775,0,2024-11-01
0.3681938399058737,1,2024-08-01
0.1956325576973448,0,2024-04-01
0.42613608086249255,0,2024-04-01
0.2990226128435269,0,2024-03-01
0.2653957431939292,0,2024-08-01
0.20867177980976837,0,2023-12-01
0.16866239378633183,0,2023-12-01
0.2509217606723022,0,2024-04-01
0.1843013365311283,0,2024-08-01
0.16054009503029176,0,2023-10-01
0.12728064833778838,0,2023-10-01
0.09900485810517973,0,2024-05-01
0.4227953397137649,0,2024-01-01
0.13914930819291005,0,2024-12-01
0.5841765276215964,1,2024-07-01
0.08559016143700188,0,2023-12-01
0.3000060934420305,0,2024-11-01
0.2030126214542846,0,2023-12-01
0.2633607388736755,0,2023-08-01
0.22547831355873493,0,2023-11-01
0.710764677921918,0,2024-12-01
0.16546311545070364,0,2023-10-01
0.17797715215286522,0,2024-09-01
0.19628234409387119,0,2024-09-01
0.1488890633367396,0,2024-03-01
0.6408976472757065,1,2024-07-01
0.379093423104458,0,2024-11-01
0.2821224053105276,1,2024-05-01
0.47744136975030327,1,2024-03-01
0.3411314308571671,0,2023-10-01
0.2539795465160107,0,2023-10-01
0.37254853804264687,1,2024-05-01
0.254541585406102,0,2024-03-01
0.35954510249749433,1,2024-07-01
0.190660026222761,0,2024-07-01
0.15093378878906055,0,2023-11-01
0.4072923659194903,1,2024-03-01
0.5154609684993335,1,2024-05-01
0.15218435200211572,0,2024-08-01
0.258574323852731,0,2024-11-01
0.3377656828598152,0,2024-06-01
0.10757453808433885,0,2024-02-01
0.665164073985185,1,2024-08-01
0.20168772808612506,0,2024-01-01
0.08347850976314226,0,2024-06-01
0.10815649097205264,0,2024-04-01
0.5873759473219902,0,2024-09-01
0.3228081324367464,0,2023-12-01
0.1306132909297315,0,2023-07-01
0.10175234148520199,0,2024-03-01
0.3016857579305679,0,2024-05-01
0.3083915287318387,0,2024-09-01
0.2544337239666195,0,2023-09-01
0.5390211670169802,1,2024-10-01
0.14489252297432384,0,2024-03-01
0.13662025700672756,0,2023-10-01
0.19100100957224408,0,2023-09-01
0.2168813716074928,0,2023-09-01
0.08332918935696652,0,2023-09-01
0.5526396306179647,1,2023-12-01
0.17007703640470528,0,2024-03-01
0.5616133784041651,1,2024-02-01
0.21158479772982597,1,2024-02-01
0.3867549322157968,0,2024-02-01
